| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020738| 0000000020278| 0000000000437| Sun Jan  9 17:36:17 2022
| 0000000020710| 0000000019789| 0000000000305| Sun Jan  9 17:36:17 2022
| 0000000020139| 0000000020227| 0000000000028| Sun Jan  9 17:36:17 2022
| 0000000020492| 0000000019856| 0000000000098| Sun Jan  9 17:36:17 2022
| 0000000020193| 0000000020414| 0000000000101| Sun Jan  9 17:36:17 2022
| 0000000020197| 0000000020426| 0000000000189| Sun Jan  9 17:36:17 2022
| 0000000020325| 0000000020719| 0000000000436| Sun Jan  9 17:36:17 2022
| 0000000020390| 0000000020439| 0000000000376| Sun Jan  9 17:36:17 2022
| 0000000019866| 0000000020479| 0000000000003| Sun Jan  9 17:36:17 2022
| 0000000019771| -000000000001| 0000000000019| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020094| 0000000020519| 0000000000409| Sun Jan  9 17:36:17 2022
| 0000000020221| 0000000020303| 0000000000125| Sun Jan  9 17:36:17 2022
| 0000000020585| 0000000019795| 0000000000020| Sun Jan  9 17:36:17 2022
| 0000000019936| 0000000019969| 0000000000328| Sun Jan  9 17:36:18 2022
| 0000000020379| 0000000020526| 0000000000273| Sun Jan  9 17:36:18 2022
| 0000000019968| 0000000020350| 0000000000270| Sun Jan  9 17:36:18 2022
| 0000000020571| 0000000020599| 0000000000092| Sun Jan  9 17:36:17 2022
| 0000000019947| 0000000020343| 0000000000408| Sun Jan  9 17:36:17 2022
| 0000000020648| 0000000020263| 0000000000125| Sun Jan  9 17:36:18 2022
| 0000000019767| -000000000001| 0000000000019| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020444| 0000000019963| 0000000000459| Sun Jan  9 17:36:17 2022
| 0000000020510| 0000000020267| 0000000000444| Sun Jan  9 17:36:17 2022
| 0000000020071| 0000000020744| 0000000000306| Sun Jan  9 17:36:17 2022
| 0000000020172| 0000000020272| 0000000000169| Sun Jan  9 17:36:17 2022
| 0000000020205| 0000000020330| 0000000000485| Sun Jan  9 17:36:17 2022
| 0000000020653| 0000000019931| 0000000000323| Sun Jan  9 17:36:17 2022
| 0000000020032| 0000000020462| 0000000000487| Sun Jan  9 17:36:17 2022
| 0000000019921| 0000000020726| 0000000000384| Sun Jan  9 17:36:17 2022
| 0000000020662| 0000000020100| 0000000000279| Sun Jan  9 17:36:17 2022
| 0000000019765| -000000000001| 0000000000028| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000019835| 0000000019860| 0000000000320| Sun Jan  9 17:36:18 2022
| 0000000019785| 0000000020103| 0000000000311| Sun Jan  9 17:36:18 2022
| 0000000020757| 0000000019911| 0000000000243| Sun Jan  9 17:36:18 2022
| 0000000019856| 0000000020129| 0000000000160| Sun Jan  9 17:36:18 2022
| 0000000020110| 0000000020026| 0000000000246| Sun Jan  9 17:36:17 2022
| 0000000020096| 0000000019913| 0000000000260| Sun Jan  9 17:36:18 2022
| 0000000020674| 0000000020347| 0000000000413| Sun Jan  9 17:36:17 2022
| 0000000020398| 0000000019887| 0000000000353| Sun Jan  9 17:36:18 2022
| 0000000019777| 0000000019922| 0000000000392| Sun Jan  9 17:36:18 2022
| 0000000019766| -000000000001| 0000000000023| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020172| 0000000020764| 0000000000148| Sun Jan  9 17:36:18 2022
| 0000000020678| 0000000020563| 0000000000336| Sun Jan  9 17:36:17 2022
| 0000000020021| 0000000019943| 0000000000348| Sun Jan  9 17:36:17 2022
| 0000000020420| 0000000020073| 0000000000353| Sun Jan  9 17:36:17 2022
| 0000000020299| 0000000019872| 0000000000280| Sun Jan  9 17:36:17 2022
| 0000000019963| 0000000019805| 0000000000095| Sun Jan  9 17:36:17 2022
| 0000000020165| 0000000020757| 0000000000172| Sun Jan  9 17:36:17 2022
| 0000000020094| 0000000020336| 0000000000440| Sun Jan  9 17:36:17 2022
| 0000000019954| 0000000020156| 0000000000348| Sun Jan  9 17:36:17 2022
| 0000000019771| -000000000001| 0000000000021| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020537| 0000000019991| 0000000000302| Sun Jan  9 17:36:17 2022
| 0000000020688| 0000000020091| 0000000000457| Sun Jan  9 17:36:17 2022
| 0000000020645| 0000000019776| 0000000000374| Sun Jan  9 17:36:17 2022
| 0000000020517| 0000000020350| 0000000000408| Sun Jan  9 17:36:17 2022
| 0000000019900| 0000000020107| 0000000000451| Sun Jan  9 17:36:17 2022
| 0000000020337| 0000000020368| 0000000000264| Sun Jan  9 17:36:17 2022
| 0000000020398| 0000000020117| 0000000000296| Sun Jan  9 17:36:17 2022
| 0000000020353| 0000000020374| 0000000000257| Sun Jan  9 17:36:17 2022
| 0000000020085| 0000000020238| 0000000000462| Sun Jan  9 17:36:17 2022
| 0000000019768| -000000000001| 0000000000028| Sun Jan  9 17:36:18 2022

| RECEIVER(PID)| SENDER(PID)  | QUANTITA     | TIMESTAMP
| 0000000020676| 0000000020113| 0000000000053| Sun Jan  9 17:36:18 2022
| 0000000019922| 0000000020582| 0000000000206| Sun Jan  9 17:36:17 2022
| 0000000020155| 0000000020074| 0000000000458| Sun Jan  9 17:36:17 2022
